grade,subject,competency,region,cultural_context,intervention_type,user_message,assistant_message
Grade 5,Mathematics,MATH.G5.MEASUREMENT,Nairobi,measurement,,How do I convert meters to centimeters?,"1 meter = 100 centimeters. To convert: multiply by 100. Example: 3 meters = 3 × 100 = 300 cm. Think like money: 1 shilling = 100 cents. Same idea! To go back (cm to m), divide by 100."
Grade 6,Mathematics,MATH.G6.MEASUREMENT,rural,land_measurement,,What's the difference between area and perimeter?,"PERIMETER = distance around (like walking around the fence). AREA = space inside (like the ground for planting). For a rectangle: Perimeter = 2(length + width), Area = length × width. Different formulas for different purposes!"
Grade 6,Mathematics,MATH.G6.MEASUREMENT,Mombasa,measurement,,How do I convert meters to centimeters?,"1 meter = 100 centimeters. To convert: multiply by 100. Example: 3 meters = 3 × 100 = 300 cm. Think like money: 1 shilling = 100 cents. Same idea! To go back (cm to m), divide by 100."
Grade 5,Mathematics,MATH.G5.MONEY,rural,market_shopping,,"If unga costs 1000 shillings, how much for 3?",Multiply the cost by the quantity: 1000 × 3 = 3000 shillings. This is useful at the market or when buying multiple items. You can also add: 1000 + 1000 + 1000 = 3000 bob.
Grade 4,Mathematics,MATH.G4.FRACTIONS,Nairobi,food_sharing,,What is a fraction?,"A fraction shows part of a whole. If you cut a watermelon into equal pieces, each piece is a fraction. 1/2 means 1 out of 2 equal pieces. The bottom number (denominator) tells how many pieces total, the top number (numerator) tells how many pieces you have."
Grade 6,Mathematics,MATH.G6.MONEY,Mombasa,market_shopping,,I have 100 bob and spend 200 bob. How much left?,Subtract what you spend from what you have: 100 - 200 = -100 shillings left. This is like M-Pesa - you check your balance before and after sending money.
Grade 4,Mathematics,MATH.G4.MONEY,rural,market_shopping,,I have 200 bob and spend 50 bob. How much left?,Subtract what you spend from what you have: 200 - 50 = 150 shillings left. This is like M-Pesa - you check your balance before and after sending money.
Grade 4,Mathematics,MATH.G4.MONEY,universal,market_shopping,,I have 1000 bob and spend 500 bob. How much left?,Subtract what you spend from what you have: 1000 - 500 = 500 shillings left. This is like M-Pesa - you check your balance before and after sending money.
Grade 6,Mathematics,MATH.G6.FRACTIONS,Nairobi,food_sharing,,How do I add fractions?,"To add fractions, they need the same denominator (bottom number). Think of sharing orange - you can't add 1/2 and 1/4 directly. First make them the same: 1/2 = 2/4, then 2/4 + 1/4 = 3/4. Like combining pieces of orange!"
Grade 6,Mathematics,MATH.G6.MEASUREMENT,Mombasa,measurement,,What's the difference between area and perimeter?,"PERIMETER = distance around (like walking around the fence). AREA = space inside (like the ground for walking). For a rectangle: Perimeter = 2(length + width), Area = length × width. Different formulas for different purposes!"
Grade 5,Mathematics,MATH.G5.FRACTIONS,Mombasa,food_sharing,,Why do fractions have two numbers?,"A fraction shows part of a whole. If you cut a mango into equal pieces, each piece is a fraction. 1/2 means 1 out of 2 equal pieces. The bottom number (denominator) tells how many pieces total, the top number (numerator) tells how many pieces you have."
Grade 6,Mathematics,MATH.G6.FRACTIONS,rural,food_sharing,,How do I add fractions?,"To add fractions, they need the same denominator (bottom number). Think of sharing watermelon - you can't add 1/2 and 1/4 directly. First make them the same: 1/2 = 2/4, then 2/4 + 1/4 = 3/4. Like combining pieces of watermelon!"
Grade 5,Mathematics,MATH.G5.MONEY,Mombasa,market_shopping,,How do I calculate change from 1000 shillings?,"Change = Amount given - Cost of item. If you buy something for 80 bob and give 1000 bob, change = 1000 - 80 = 920 shillings. Always count your change at the shop!"
Grade 6,Mathematics,MATH.G6.FRACTIONS,rural,food_sharing,,What does 1/2 mean?,"A fraction shows part of a whole. If you cut a mango into equal pieces, each piece is a fraction. 1/2 means 1 out of 2 equal pieces. The bottom number (denominator) tells how many pieces total, the top number (numerator) tells how many pieces you have."
Grade 6,Mathematics,MATH.G6.MEASUREMENT,universal,measurement,,How do I convert meters to centimeters?,"1 meter = 100 centimeters. To convert: multiply by 100. Example: 3 meters = 3 × 100 = 300 cm. Think like money: 1 shilling = 100 cents. Same idea! To go back (cm to m), divide by 100."
Grade 5,Mathematics,MATH.G5.MEASUREMENT,universal,measurement,,What's the difference between area and perimeter?,"PERIMETER = distance around (like walking around the fence). AREA = space inside (like the ground for walking). For a rectangle: Perimeter = 2(length + width), Area = length × width. Different formulas for different purposes!"
Grade 5,Mathematics,MATH.G5.FRACTIONS,Mombasa,food_sharing,,What is a fraction?,"A fraction shows part of a whole. If you cut a orange into equal pieces, each piece is a fraction. 1/2 means 1 out of 2 equal pieces. The bottom number (denominator) tells how many pieces total, the top number (numerator) tells how many pieces you have."
Grade 4,Mathematics,MATH.G4.FRACTIONS,Nairobi,food_sharing,,Why do fractions have two numbers?,"A fraction shows part of a whole. If you cut a mango into equal pieces, each piece is a fraction. 1/2 means 1 out of 2 equal pieces. The bottom number (denominator) tells how many pieces total, the top number (numerator) tells how many pieces you have."
Grade 5,Mathematics,MATH.G5.FRACTIONS,universal,food_sharing,,What does 1/2 mean?,"A fraction shows part of a whole. If you cut a mango into equal pieces, each piece is a fraction. 1/2 means 1 out of 2 equal pieces. The bottom number (denominator) tells how many pieces total, the top number (numerator) tells how many pieces you have."
Grade 5,Mathematics,MATH.G5.MONEY,universal,market_shopping,,I have 50 bob and spend 200 bob. How much left?,Subtract what you spend from what you have: 50 - 200 = -150 shillings left. This is like M-Pesa - you check your balance before and after sending money.
Grade 4,Mathematics,MATH.G4.MONEY,Nairobi,market_shopping,,How do I calculate change from 500 shillings?,"Change = Amount given - Cost of item. If you buy something for 80 bob and give 500 bob, change = 500 - 80 = 420 shillings. Always count your change at the shop!"
Grade 6,Mathematics,MATH.G6.MONEY,rural,market_shopping,,"If mandazi costs 1000 shillings, how much for 3?",Multiply the cost by the quantity: 1000 × 3 = 3000 shillings. This is useful at the market or when buying multiple items. You can also add: 1000 + 1000 + 1000 = 3000 bob.
Grade 5,Mathematics,MATH.G5.MEASUREMENT,Nairobi,measurement,,How do I measure the area of my room?,"Area measures the space inside. For a rectangle room, multiply length × width. If your room is 10m long and 5m wide, area = 10 × 5 = 50 square meters. This tells you how much space you have for furniture."
Grade 5,Mathematics,MATH.G5.MONEY,rural,market_shopping,,How do I calculate change from 500 shillings?,"Change = Amount given - Cost of item. If you buy something for 80 bob and give 500 bob, change = 500 - 80 = 420 shillings. Always count your change at the shop!"
Grade 6,Mathematics,MATH.G6.MONEY,rural,market_shopping,,I have 500 bob and spend 200 bob. How much left?,Subtract what you spend from what you have: 500 - 200 = 300 shillings left. This is like M-Pesa - you check your balance before and after sending money.
Grade 5,Mathematics,MATH.G5.FRACTIONS,Mombasa,food_sharing,,How do I add fractions?,"To add fractions, they need the same denominator (bottom number). Think of sharing watermelon - you can't add 1/2 and 1/4 directly. First make them the same: 1/2 = 2/4, then 2/4 + 1/4 = 3/4. Like combining pieces of watermelon!"
Grade 4,Mathematics,MATH.G4.FRACTIONS,Mombasa,food_sharing,,What is a fraction?,"A fraction shows part of a whole. If you cut a mango into equal pieces, each piece is a fraction. 1/2 means 1 out of 2 equal pieces. The bottom number (denominator) tells how many pieces total, the top number (numerator) tells how many pieces you have."
Grade 6,Mathematics,MATH.G6.FRACTIONS,Mombasa,food_sharing,,What does 1/2 mean?,"A fraction shows part of a whole. If you cut a chapati into equal pieces, each piece is a fraction. 1/2 means 1 out of 2 equal pieces. The bottom number (denominator) tells how many pieces total, the top number (numerator) tells how many pieces you have."
Grade 5,Mathematics,MATH.G5.MEASUREMENT,rural,land_measurement,,How do I convert meters to centimeters?,"1 meter = 100 centimeters. To convert: multiply by 100. Example: 3 meters = 3 × 100 = 300 cm. Think like money: 1 shilling = 100 cents. Same idea! To go back (cm to m), divide by 100."
Grade 5,Mathematics,MATH.G5.MONEY,universal,market_shopping,,How do I calculate change from 1000 shillings?,"Change = Amount given - Cost of item. If you buy something for 80 bob and give 1000 bob, change = 1000 - 80 = 920 shillings. Always count your change at the shop!"
Grade 6,Mathematics,MATH.G6.MONEY,universal,market_shopping,,"If fare costs 100 shillings, how much for 3?",Multiply the cost by the quantity: 100 × 3 = 300 shillings. This is useful at the market or when buying multiple items. You can also add: 100 + 100 + 100 = 300 bob.
Grade 5,Mathematics,MATH.G5.FRACTIONS,Nairobi,food_sharing,,What is a fraction?,"A fraction shows part of a whole. If you cut a mango into equal pieces, each piece is a fraction. 1/2 means 1 out of 2 equal pieces. The bottom number (denominator) tells how many pieces total, the top number (numerator) tells how many pieces you have."
Grade 5,Mathematics,MATH.G5.FRACTIONS,rural,food_sharing,,How do I add fractions?,"To add fractions, they need the same denominator (bottom number). Think of sharing orange - you can't add 1/2 and 1/4 directly. First make them the same: 1/2 = 2/4, then 2/4 + 1/4 = 3/4. Like combining pieces of orange!"
Grade 5,Mathematics,MATH.G5.FRACTIONS,Mombasa,food_sharing,,Why do fractions have two numbers?,"A fraction shows part of a whole. If you cut a watermelon into equal pieces, each piece is a fraction. 1/2 means 1 out of 2 equal pieces. The bottom number (denominator) tells how many pieces total, the top number (numerator) tells how many pieces you have."
Grade 6,Mathematics,MATH.G6.MEASUREMENT,universal,measurement,,How do I convert meters to centimeters?,"1 meter = 100 centimeters. To convert: multiply by 100. Example: 3 meters = 3 × 100 = 300 cm. Think like money: 1 shilling = 100 cents. Same idea! To go back (cm to m), divide by 100."
Grade 5,Mathematics,MATH.G5.AREA,rural,agriculture,,What is area?,"Habari! Area is the amount of space inside a flat shape. Think of your family's shamba - when we measure how big the shamba is, we're finding its area. If your shamba is a rectangle that is 10 meters long and 5 meters wide, the area is 10 × 5 = 50 square meters. That means you could fit 50 squares (each 1 meter × 1 meter) inside your shamba. We use area to know how much land we have for planting maize or how much paint we need for a wall. Can you think of other places where knowing the area would be useful?"
Grade 6,Mathematics,MATH.G6.FRACTIONS,Nairobi,food_sharing,,What is a fraction?,"A fraction shows part of a whole. If you cut a watermelon into equal pieces, each piece is a fraction. 1/2 means 1 out of 2 equal pieces. The bottom number (denominator) tells how many pieces total, the top number (numerator) tells how many pieces you have."
Grade 6,Mathematics,MATH.G6.MEASUREMENT,universal,measurement,,What's the difference between area and perimeter?,"PERIMETER = distance around (like walking around the fence). AREA = space inside (like the ground for walking). For a rectangle: Perimeter = 2(length + width), Area = length × width. Different formulas for different purposes!"
Grade 4,Mathematics,MATH.G4.MONEY,rural,market_shopping,,I have 150 bob and spend 50 bob. How much left?,Subtract what you spend from what you have: 150 - 50 = 100 shillings left. This is like M-Pesa - you check your balance before and after sending money.
